,file,line,column,category,name,msg,note,cwe,context,helpuri,tool,severity,defaultlevel,level,suggestion,fingerprint,toolversion,ruleid
218,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
219,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
220,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
221,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
222,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
223,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
224,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
225,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_skds6dgq_Flawfinder,162.0,3,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,  char buf[48];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
226,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_skds6dgq_Flawfinder,209.0,3,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,  char name[40];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
227,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_skds6dgq_Flawfinder,130.0,31,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,nan,CWE-126,"    if(strncmp(f->name, name, strlen(f->name)) == 0) {",https://cwe.mitre.org/data/definitions/126.html,FlawFinder,,,,,,,
228,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_skds6dgq_Flawfinder,211.0,3,buffer,strncpy,Easily used incorrectly; doesn't always \0-terminate or check for invalid pointers [MS-banned] (CWE-120).,nan,CWE-120,"  strncpy(name, ((struct process *)p)->name, 40);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
229,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
230,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
231,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
232,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
233,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
234,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
235,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
236,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
237,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
238,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
239,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
240,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
241,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
242,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
243,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
244,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
245,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
246,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
247,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
248,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
249,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
250,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
0,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
1,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
2,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
3,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
4,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
5,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
6,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
7,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
8,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
9,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
10,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
11,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,549.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"		memcpy((uint8_t *)lowpan, uip_lladdr.addr, 8);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
12,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,615.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"		memcpy(ethernet, &uip_lladdr.addr[2], 6);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
13,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,779.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(&raw_buf[UIP_LLH_LEN], frame_result->frame, frame_result->length);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
14,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,842.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(&raw_buf[UIP_LLH_LEN], radio_frame_data(), radio_frame_length());",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
15,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
16,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
17,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
18,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
19,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
20,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
21,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
22,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
23,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
24,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
25,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
26,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
27,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
28,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
29,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
30,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
31,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
32,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
33,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
34,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
35,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
36,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
37,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,221.0,2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"	memcpy(outbuf, &rxbuf[begin], len);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
38,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,269.0,7,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",CWE-119!/CWE-120,      char buf[8];,https://cwe.mitre.org/data/definitions/119.html,FlawFinder,,,,,,,
39,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,270.0,7,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"      memcpy(&buf[0], ""=IPA"", 4);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
40,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,271.0,7,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"      memcpy(&buf[4], &uip_hostaddr, 4);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
41,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
42,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
43,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
44,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
45,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
46,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
47,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
48,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
49,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
50,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
51,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
52,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,33.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(ipaddr->u8 + 8, lladdr, UIP_LLADDR_LEN);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
53,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,36.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(ipaddr->u8 + 8, lladdr, 3);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
54,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,39.0,3,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120).,Make sure destination can always hold the source data.,CWE-120,"  memcpy(ipaddr->u8 + 13, lladdr + 3, 3);",https://cwe.mitre.org/data/definitions/120.html,FlawFinder,,,,,,,
55,data/projects/contiki-2.4/apps/ftp/ftpc.c,288.0,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
56,data/projects/contiki-2.4/apps/irc/irc.c,129.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
57,data/projects/contiki-2.4/apps/irc/irc.c,148.0,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
58,data/projects/contiki-2.4/apps/shell/shell-blink.c,61.0,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
59,data/projects/contiki-2.4/apps/shell/shell-download.c,248.0,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
60,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80.0,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
61,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129.0,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
62,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176.0,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
63,data/projects/contiki-2.4/apps/shell/shell-vars.c,109.0,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
64,data/projects/contiki-2.4/apps/webserver/webserver.c,98.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
65,data/projects/contiki-2.4/apps/webserver/webserver.c,119.0,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
66,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
67,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
68,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
69,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
70,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
71,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
72,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
73,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
74,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
75,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
76,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
77,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
78,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
79,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
80,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
81,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
82,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
83,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
84,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
85,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
86,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
87,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
88,data/projects/contiki-2.4/apps/ftp/ftpc.c,288,11,,wrongPrintfScanfArgNum,sprintf format string requires 6 parameters but only 3 are given.,[],CWE-685,,,CppCheck,error,,,,,,
89,data/projects/contiki-2.4/apps/irc/irc.c,129,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
90,data/projects/contiki-2.4/apps/irc/irc.c,148,5,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
91,data/projects/contiki-2.4/apps/shell/shell-blink.c,61,3,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If PROCESS_EXITHANDLER is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
92,data/projects/contiki-2.4/apps/shell/shell-download.c,248,49,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
93,data/projects/contiki-2.4/apps/shell/shell-rime-neighbors.c,80,66,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
94,data/projects/contiki-2.4/apps/shell/shell-rime-sniff.c,129,32,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
95,data/projects/contiki-2.4/apps/shell/shell-rime-unicast.c,176,39,,unknownMacro,There is an unknown macro here somewhere. Configuration is required. If ; is a macro then please configure it.,[],,,,CppCheck,error,,,,,,
96,data/projects/contiki-2.4/apps/shell/shell-vars.c,109,12,,bufferAccessOutOfBounds,Buffer is accessed out of bounds: numbuf,Buffer overrun,CWE-788,,,CppCheck,error,,,,,,
97,data/projects/contiki-2.4/apps/webserver/webserver.c,98,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
98,data/projects/contiki-2.4/apps/webserver/webserver.c,119,3,,overlappingWriteFunction,Overlapping read/write in memcpy() is undefined behavior,[],,,,CppCheck,error,,,,,,
