,cyclomatic_complexity,nloc,token_count,name,long_name,start_line,end_line,filename,code,fun_name,content,is_vul,cwe
8,15,50,458,mac_createEthernetAddr,"mac_createEthernetAddr( uint8_t * ethernet , uip_lladdr_t * lowpan)",603,690,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_createEthernetAddr( uint8_t * ethernet , uip_lladdr_t * lowpan){
  uint8_t index = 0;
  uint8_t i;
/*   uint8_t j, match; */

#if UIP_LLADDR_LEN == 8

   //Special case - if the address is our address, we just copy over what we know to be
  //our 802.3 address
/*   if (memcmp_reverse(uip_lladdr.addr, (uint8_t *)lowpan, 8) == 0) { */
  if (memcmp(uip_lladdr.addr, (uint8_t *)lowpan, 8) == 0) {
		memcpy(ethernet, &uip_lladdr.addr[2], 6);
/* 		byte_reverse(ethernet, 6); */

		return 1;
	}


  //Check if we need to do anything:
  if ((lowpan->addr[3] == 0xff) && (lowpan->addr[4] == 0xfe) &&
      ((lowpan->addr[0] & TRANSLATE_BIT_MASK) == 0) &&
      ((lowpan->addr[0] & MULTICAST_BIT_MASK) == 0) &&
      (lowpan->addr[0] & LOCAL_BIT_MASK)) {

    /** Nope: just copy over 6 bytes **/
      ethernet[0] = lowpan->addr[0];
	  ethernet[1] = lowpan->addr[1];
	  ethernet[2] = lowpan->addr[2];
	  ethernet[3] = lowpan->addr[5];
	  ethernet[4] = lowpan->addr[6];
	  ethernet[5] = lowpan->addr[7];


  } else {

    /** Yes: need to store prefix **/
    for (i = 0; i < prefixCounter; i++)	{
      //Check the current prefix - if it fails, check next one


       if ((lowpan->addr[0] == prefixBuffer[i][0]) &&
           (lowpan->addr[3] == prefixBuffer[i][1]) &&
           (lowpan->addr[4] == prefixBuffer[i][2])) {
			break;
	   }

    }

    index = i;

    //Deal with overflow, iron-fist style
    if (index >= PREFIX_BUFFER_SIZE) {
      index = 0;
      prefixCounter = PREFIX_BUFFER_SIZE;
    } else {
      //Are we making a new one?
      if (index == prefixCounter) {
        prefixCounter++;
      }
    }

    //Copy the prefix over, no matter if we have a new or old one
    prefixBuffer[index][0] = lowpan->addr[0];
	prefixBuffer[index][1] = lowpan->addr[3];
	prefixBuffer[index][2] = lowpan->addr[4];

    //Create ethernet MAC address now
    ethernet[1] = lowpan->addr[1];
	ethernet[2] = lowpan->addr[2];
	ethernet[3] = lowpan->addr[5];
	ethernet[4] = lowpan->addr[6];
    ethernet[5] = lowpan->addr[7];


    ethernet[0] = TRANSLATE_BIT_MASK | LOCAL_BIT_MASK | (index << 3);
  }

#else

    //Create ethernet MAC address now
	for(i = 0; i < UIP_LLADDR_LEN; i++) {
		ethernet[i] = lowpan->addr[i];
	}
#endif

  return 1;
}
",mac_createEthernetAddr,,True,['CWE-120']
9,5,15,88,slide,"slide( uint8_t * data , uint8_t length , int16_t slide)",701,723,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"slide( uint8_t * data , uint8_t length , int16_t slide){
  //Sanity checks
  if (!length) return;
  if (!slide) return;

  uint8_t i = 0;

  while(length) {
    length--;

    //If we are sliding up, we do from the top of the buffer down
    if (slide > 0) {
      *(data + length + slide) = *(data + length);

      //If we are sliding down, we do from the bottom of the buffer up
    } else {
      *(data + slide + i) = *(data + i);
    }

    i++;
  }
}
",slide,,False,benign
10,5,15,88,slide,"slide( uint8_t * data , uint8_t length , int16_t slide)",701,723,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"slide( uint8_t * data , uint8_t length , int16_t slide){
  //Sanity checks
  if (!length) return;
  if (!slide) return;

  uint8_t i = 0;

  while(length) {
    length--;

    //If we are sliding up, we do from the top of the buffer down
    if (slide > 0) {
      *(data + length + slide) = *(data + length);

      //If we are sliding down, we do from the bottom of the buffer up
    } else {
      *(data + slide + i) = *(data + i);
    }

    i++;
  }
}
",slide,,False,benign
11,5,15,88,slide,"slide( uint8_t * data , uint8_t length , int16_t slide)",701,723,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"slide( uint8_t * data , uint8_t length , int16_t slide){
  //Sanity checks
  if (!length) return;
  if (!slide) return;

  uint8_t i = 0;

  while(length) {
    length--;

    //If we are sliding up, we do from the top of the buffer down
    if (slide > 0) {
      *(data + length + slide) = *(data + length);

      //If we are sliding down, we do from the bottom of the buffer up
    } else {
      *(data + slide + i) = *(data + i);
    }

    i++;
  }
}
",slide,,False,benign
12,6,11,47,mac_ethhijack,mac_ethhijack( const struct mac_driver * r),733,752,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_ethhijack( const struct mac_driver * r){
	if (usbstick_mode.raw) {
		mac_802154raw(r);
	}

	if (usbstick_mode.sicslowpan) {

#if UIP_CONF_USE_RUM
	if (parsed_frame->payload[4]) { /* RUM 6lowpan frame type */
#endif
		sicslowinput(r);
#if UIP_CONF_USE_RUM
	}
#endif


	}

}
",mac_ethhijack,,False,benign
13,2,5,21,mac_ethhijack_nondata,mac_ethhijack_nondata( const struct mac_driver * r),756,760,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_ethhijack_nondata( const struct mac_driver * r){
	if (usbstick_mode.raw)
		mac_802154raw(r);
}
",mac_ethhijack_nondata,,False,benign
14,4,32,325,mac_logTXtoEthernet,"mac_logTXtoEthernet( frame_create_params_t * p , frame_result_t * frame_result)",771,824,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_logTXtoEthernet( frame_create_params_t * p , frame_result_t * frame_result){
  uint8_t sendlen;

  /* Make sure we are supposed to do this */
  if (usbstick_mode.raw == 0) return;

/* Get the raw frame */
  memcpy(&raw_buf[UIP_LLH_LEN], frame_result->frame, frame_result->length);
  sendlen = frame_result->length;

 //Setup generic ethernet stuff
  ETHBUF(raw_buf)->type = htons(UIP_ETHTYPE_802154);

  uint64_t tempaddr;


  //Check for broadcast message
  //if(rimeaddr_cmp((const rimeaddr_t *)destAddr, &rimeaddr_null)) {
  if(  ( p->fcf.destAddrMode == SHORTADDRMODE) &&
       ( p->dest_addr.addr16 == 0xffff) ) {
    ETHBUF(raw_buf)->dest.addr[0] = 0x33;
    ETHBUF(raw_buf)->dest.addr[1] = 0x33;
    ETHBUF(raw_buf)->dest.addr[2] = UIP_IP_BUF->destipaddr.u8[12];
    ETHBUF(raw_buf)->dest.addr[3] = UIP_IP_BUF->destipaddr.u8[13];
    ETHBUF(raw_buf)->dest.addr[4] = UIP_IP_BUF->destipaddr.u8[14];
    ETHBUF(raw_buf)->dest.addr[5] = UIP_IP_BUF->destipaddr.u8[15];
  } else {

	tempaddr = p->dest_addr.addr64;

	byte_reverse((uint8_t *)&tempaddr, 8);

	//Otherwise we have a real address
	mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->dest.addr[0]),
            (uip_lladdr_t *)&tempaddr);

  }

	tempaddr = p->src_addr.addr64;

	byte_reverse((uint8_t *)&tempaddr, 8);

  mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->src.addr[0]),
                         (uip_lladdr_t *)&tempaddr);

   PRINTF(""Low2Eth: Sending 802.15.4 packet to ethernet\n"");

  sendlen += UIP_LLH_LEN;

  rndis_send(raw_buf, sendlen, 0);
  rndis_stat.rxok++;
  return;
}
",mac_logTXtoEthernet,,True,['CWE-120']
15,4,32,325,mac_logTXtoEthernet,"mac_logTXtoEthernet( frame_create_params_t * p , frame_result_t * frame_result)",771,824,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_logTXtoEthernet( frame_create_params_t * p , frame_result_t * frame_result){
  uint8_t sendlen;

  /* Make sure we are supposed to do this */
  if (usbstick_mode.raw == 0) return;

/* Get the raw frame */
  memcpy(&raw_buf[UIP_LLH_LEN], frame_result->frame, frame_result->length);
  sendlen = frame_result->length;

 //Setup generic ethernet stuff
  ETHBUF(raw_buf)->type = htons(UIP_ETHTYPE_802154);

  uint64_t tempaddr;


  //Check for broadcast message
  //if(rimeaddr_cmp((const rimeaddr_t *)destAddr, &rimeaddr_null)) {
  if(  ( p->fcf.destAddrMode == SHORTADDRMODE) &&
       ( p->dest_addr.addr16 == 0xffff) ) {
    ETHBUF(raw_buf)->dest.addr[0] = 0x33;
    ETHBUF(raw_buf)->dest.addr[1] = 0x33;
    ETHBUF(raw_buf)->dest.addr[2] = UIP_IP_BUF->destipaddr.u8[12];
    ETHBUF(raw_buf)->dest.addr[3] = UIP_IP_BUF->destipaddr.u8[13];
    ETHBUF(raw_buf)->dest.addr[4] = UIP_IP_BUF->destipaddr.u8[14];
    ETHBUF(raw_buf)->dest.addr[5] = UIP_IP_BUF->destipaddr.u8[15];
  } else {

	tempaddr = p->dest_addr.addr64;

	byte_reverse((uint8_t *)&tempaddr, 8);

	//Otherwise we have a real address
	mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->dest.addr[0]),
            (uip_lladdr_t *)&tempaddr);

  }

	tempaddr = p->src_addr.addr64;

	byte_reverse((uint8_t *)&tempaddr, 8);

  mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->src.addr[0]),
                         (uip_lladdr_t *)&tempaddr);

   PRINTF(""Low2Eth: Sending 802.15.4 packet to ethernet\n"");

  sendlen += UIP_LLH_LEN;

  rndis_send(raw_buf, sendlen, 0);
  rndis_stat.rxok++;
  return;
}
",mac_logTXtoEthernet,,True,['CWE-120']
16,3,27,280,mac_802154raw,mac_802154raw( const struct mac_driver * r),835,878,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_jsjhodq4_Flawfinder,"mac_802154raw( const struct mac_driver * r){
  uint8_t sendlen;

  parsed_frame = sicslowmac_get_frame();

  /* Get the raw frame */
  memcpy(&raw_buf[UIP_LLH_LEN], radio_frame_data(), radio_frame_length());
  sendlen = radio_frame_length();

 //Setup generic ethernet stuff
  ETHBUF(raw_buf)->type = htons(UIP_ETHTYPE_802154);


  //Check for broadcast message
  //if(rimeaddr_cmp((const rimeaddr_t *)destAddr, &rimeaddr_null)) {
  if(  ( parsed_frame->fcf->destAddrMode == SHORTADDRMODE) &&
       ( parsed_frame->dest_addr->addr16 == 0xffff) ) {
    ETHBUF(raw_buf)->dest.addr[0] = 0x33;
    ETHBUF(raw_buf)->dest.addr[1] = 0x33;
    ETHBUF(raw_buf)->dest.addr[2] = UIP_IP_BUF->destipaddr.u8[12];
    ETHBUF(raw_buf)->dest.addr[3] = UIP_IP_BUF->destipaddr.u8[13];
    ETHBUF(raw_buf)->dest.addr[4] = UIP_IP_BUF->destipaddr.u8[14];
    ETHBUF(raw_buf)->dest.addr[5] = UIP_IP_BUF->destipaddr.u8[15];
  } else {

	//Otherwise we have a real address
	mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->dest.addr[0]),
            (uip_lladdr_t *)packetbuf_addr(PACKETBUF_ADDR_RECEIVER));

  }

  mac_createEthernetAddr((uint8_t *) &(ETHBUF(raw_buf)->src.addr[0]),
                         (uip_lladdr_t *)packetbuf_addr(PACKETBUF_ADDR_SENDER));

  PRINTF(""Low2Eth: Sending 802.15.4 packet to ethernet\n"");

  sendlen += UIP_LLH_LEN;

  rndis_send(raw_buf, sendlen, 1);
  rndis_stat.rxok++;

  return;
}
",mac_802154raw,,True,['CWE-120']
17,1,4,17,slip_set_input_callback,slip_set_input_callback( void(*c)(void)),93,96,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_set_input_callback( void(*c)(void)){
  input_callback = c;
}
",slip_set_input_callback,,False,benign
18,1,4,17,slip_set_tcpip_input_callback,slip_set_tcpip_input_callback( void(*c)(void)),99,102,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_set_tcpip_input_callback( void(*c)(void)){
  tcpip_input_callback = c;
}
",slip_set_tcpip_input_callback,,False,benign
19,5,24,114,slip_send,slip_send( void),106,132,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_send( void){
  uint16_t i;
  uint8_t *ptr;
  uint8_t c;

  slip_arch_writeb(SLIP_END);

  ptr = &uip_buf[UIP_LLH_LEN];
  for(i = 0; i < uip_len; ++i) {
    if(i == UIP_TCPIP_HLEN) {
      ptr = (uint8_t *)uip_appdata;
    }
    c = *ptr++;
    if(c == SLIP_END) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_END;
    } else if(c == SLIP_ESC) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_ESC;
    }
    slip_arch_writeb(c);
  }
  slip_arch_writeb(SLIP_END);

  return UIP_FW_OK;
}
",slip_send,,True,"[nan, 'CWE-788']"
20,4,20,99,slip_write,"slip_write( const void * _ptr , int len)",136,158,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_write( const void * _ptr , int len){
  const uint8_t *ptr = _ptr;
  uint16_t i;
  uint8_t c;

  slip_arch_writeb(SLIP_END);

  for(i = 0; i < len; ++i) {
    c = *ptr++;
    if(c == SLIP_END) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_END;
    } else if(c == SLIP_ESC) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_ESC;
    }
    slip_arch_writeb(c);
  }
  slip_arch_writeb(SLIP_END);

  return len;
}
",slip_write,,True,unknown_vul
21,4,20,99,slip_write,"slip_write( const void * _ptr , int len)",136,158,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_write( const void * _ptr , int len){
  const uint8_t *ptr = _ptr;
  uint16_t i;
  uint8_t c;

  slip_arch_writeb(SLIP_END);

  for(i = 0; i < len; ++i) {
    c = *ptr++;
    if(c == SLIP_END) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_END;
    } else if(c == SLIP_ESC) {
      slip_arch_writeb(SLIP_ESC);
      c = SLIP_ESC_ESC;
    }
    slip_arch_writeb(c);
  }
  slip_arch_writeb(SLIP_END);

  return len;
}
",slip_write,,True,unknown_vul
22,1,5,18,rxbuf_init,rxbuf_init( void),161,165,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"rxbuf_init( void){
  begin = end = pkt_end = 0;
  state = STATE_OK;
}
",rxbuf_init,,False,benign
23,18,66,403,slip_poll_handler,"slip_poll_handler( uint8_t * outbuf , uint16_t blen)",169,251,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_poll_handler( uint8_t * outbuf , uint16_t blen){
  /* This is a hack and won't work across buffer edge! */
  if(rxbuf[begin] == 'C') {
    int i;
    if(begin < end && (end - begin) >= 6
       && memcmp(&rxbuf[begin], ""CLIENT"", 6) == 0) {
      state = STATE_TWOPACKETS;	/* Interrupts do nothing. */
      memset(&rxbuf[begin], 0x0, 6);

      rxbuf_init();

      for(i = 0; i < 13; i++) {
	slip_arch_writeb(""CLIENTSERVER\300""[i]);
      }
      return 0;
    }
  } else if(rxbuf[begin] == '?') {
    int i, j;
    char* hexchar = ""0123456789abcdef"";
    if(begin < end && (end - begin) >= 2
       && rxbuf[begin + 1] == 'M') {
      state = STATE_TWOPACKETS;	/* Interrupts do nothing. */
      rxbuf[begin] = 0;
      rxbuf[begin + 1] = 0;
      
      rxbuf_init();
      
      /* this is just a test so far... just to see if it works */
      slip_arch_writeb('!');
      slip_arch_writeb('M');
      for(j = 0; j < 8; j++) {
	slip_arch_writeb(hexchar[ds2411_id[j] >> 4]);
	slip_arch_writeb(hexchar[ds2411_id[j] & 15]);
      }
      slip_arch_writeb(SLIP_END);
      return 0;
    }
  }

  /*
   * Interrupt can not change begin but may change pkt_end.
   * If pkt_end != begin it will not change again.
   */
  if(begin != pkt_end) {
    uint16_t len;

    if(begin < pkt_end) {
      len = pkt_end - begin;
      if(len > blen) {
	len = 0;
      } else {
	memcpy(outbuf, &rxbuf[begin], len);
      }
    } else {
      len = (RX_BUFSIZE - begin) + (pkt_end - 0);
      if(len > blen) {
	len = 0;
      } else {
	unsigned i;
	for(i = begin; i < RX_BUFSIZE; i++) {
	  *outbuf++ = rxbuf[i];
	}
	for(i = 0; i < pkt_end; i++) {
	  *outbuf++ = rxbuf[i];
	}
      }
    }

    /* Remove data from buffer together with the copied packet. */
    begin = pkt_end;
    if(state == STATE_TWOPACKETS) {
      pkt_end = end;
      state = STATE_OK;		/* Assume no bytes where lost! */

      /* One more packet is buffered, need to be polled again! */
      process_poll(&slip_process);
    }
    return len;
  }

  return 0;
}
",slip_poll_handler,,True,"[nan, 'CWE-120']"
24,18,66,403,slip_poll_handler,"slip_poll_handler( uint8_t * outbuf , uint16_t blen)",169,251,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_poll_handler( uint8_t * outbuf , uint16_t blen){
  /* This is a hack and won't work across buffer edge! */
  if(rxbuf[begin] == 'C') {
    int i;
    if(begin < end && (end - begin) >= 6
       && memcmp(&rxbuf[begin], ""CLIENT"", 6) == 0) {
      state = STATE_TWOPACKETS;	/* Interrupts do nothing. */
      memset(&rxbuf[begin], 0x0, 6);

      rxbuf_init();

      for(i = 0; i < 13; i++) {
	slip_arch_writeb(""CLIENTSERVER\300""[i]);
      }
      return 0;
    }
  } else if(rxbuf[begin] == '?') {
    int i, j;
    char* hexchar = ""0123456789abcdef"";
    if(begin < end && (end - begin) >= 2
       && rxbuf[begin + 1] == 'M') {
      state = STATE_TWOPACKETS;	/* Interrupts do nothing. */
      rxbuf[begin] = 0;
      rxbuf[begin + 1] = 0;
      
      rxbuf_init();
      
      /* this is just a test so far... just to see if it works */
      slip_arch_writeb('!');
      slip_arch_writeb('M');
      for(j = 0; j < 8; j++) {
	slip_arch_writeb(hexchar[ds2411_id[j] >> 4]);
	slip_arch_writeb(hexchar[ds2411_id[j] & 15]);
      }
      slip_arch_writeb(SLIP_END);
      return 0;
    }
  }

  /*
   * Interrupt can not change begin but may change pkt_end.
   * If pkt_end != begin it will not change again.
   */
  if(begin != pkt_end) {
    uint16_t len;

    if(begin < pkt_end) {
      len = pkt_end - begin;
      if(len > blen) {
	len = 0;
      } else {
	memcpy(outbuf, &rxbuf[begin], len);
      }
    } else {
      len = (RX_BUFSIZE - begin) + (pkt_end - 0);
      if(len > blen) {
	len = 0;
      } else {
	unsigned i;
	for(i = begin; i < RX_BUFSIZE; i++) {
	  *outbuf++ = rxbuf[i];
	}
	for(i = 0; i < pkt_end; i++) {
	  *outbuf++ = rxbuf[i];
	}
      }
    }

    /* Remove data from buffer together with the copied packet. */
    begin = pkt_end;
    if(state == STATE_TWOPACKETS) {
      pkt_end = end;
      state = STATE_OK;		/* Assume no bytes where lost! */

      /* One more packet is buffered, need to be polled again! */
      process_poll(&slip_process);
    }
    return len;
  }

  return 0;
}
",slip_poll_handler,,True,"[nan, 'CWE-120']"
25,16,51,323,PROCESS_THREAD,"PROCESS_THREAD( slip_process , ev , data)",253,313,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"PROCESS_THREAD( slip_process , ev , data){
  PROCESS_BEGIN();

  rxbuf_init();

  while(1) {
    PROCESS_YIELD_UNTIL(ev == PROCESS_EVENT_POLL);

    slip_active = 1;

    /* Move packet from rxbuf to buffer provided by uIP. */
    uip_len = slip_poll_handler(&uip_buf[UIP_LLH_LEN],
				UIP_BUFSIZE - UIP_LLH_LEN);
#if !UIP_CONF_IPV6
    if(uip_len == 4 && strncmp((char*)&uip_buf[UIP_LLH_LEN], ""?IPA"", 4) == 0) {
      char buf[8];
      memcpy(&buf[0], ""=IPA"", 4);
      memcpy(&buf[4], &uip_hostaddr, 4);
      if(input_callback) {
	input_callback();
      }
      slip_write(buf, 8);
    } else if(uip_len > 0
       && uip_len == (((uint16_t)(BUF->len[0]) << 8) + BUF->len[1])
       && uip_ipchksum() == 0xffff) {
#define IP_DF   0x40
      if(BUF->ipid[0] == 0 && BUF->ipid[1] == 0 && BUF->ipoffset[0] & IP_DF) {
	static uint16_t ip_id;
	uint16_t nid = ip_id++;
	BUF->ipid[0] = nid >> 8;
	BUF->ipid[1] = nid;
	nid = htons(nid);
	nid = ~nid;		/* negate */
	BUF->ipchksum += nid;	/* add */
	if(BUF->ipchksum < nid) { /* 1-complement overflow? */
	  BUF->ipchksum++;
	}
      }
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    } else {
      uip_len = 0;
      SLIP_STATISTICS(slip_ip_drop++);
    }
#else /* UIP_CONF_IPV6 */
    if(uip_len > 0) {
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    }
#endif /* UIP_CONF_IPV6 */
  }

  PROCESS_END();
}
",PROCESS_THREAD,,True,"['CWE-685', 'CWE-120', 'CWE-119!/CWE-120']"
26,16,51,323,PROCESS_THREAD,"PROCESS_THREAD( slip_process , ev , data)",253,313,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"PROCESS_THREAD( slip_process , ev , data){
  PROCESS_BEGIN();

  rxbuf_init();

  while(1) {
    PROCESS_YIELD_UNTIL(ev == PROCESS_EVENT_POLL);

    slip_active = 1;

    /* Move packet from rxbuf to buffer provided by uIP. */
    uip_len = slip_poll_handler(&uip_buf[UIP_LLH_LEN],
				UIP_BUFSIZE - UIP_LLH_LEN);
#if !UIP_CONF_IPV6
    if(uip_len == 4 && strncmp((char*)&uip_buf[UIP_LLH_LEN], ""?IPA"", 4) == 0) {
      char buf[8];
      memcpy(&buf[0], ""=IPA"", 4);
      memcpy(&buf[4], &uip_hostaddr, 4);
      if(input_callback) {
	input_callback();
      }
      slip_write(buf, 8);
    } else if(uip_len > 0
       && uip_len == (((uint16_t)(BUF->len[0]) << 8) + BUF->len[1])
       && uip_ipchksum() == 0xffff) {
#define IP_DF   0x40
      if(BUF->ipid[0] == 0 && BUF->ipid[1] == 0 && BUF->ipoffset[0] & IP_DF) {
	static uint16_t ip_id;
	uint16_t nid = ip_id++;
	BUF->ipid[0] = nid >> 8;
	BUF->ipid[1] = nid;
	nid = htons(nid);
	nid = ~nid;		/* negate */
	BUF->ipchksum += nid;	/* add */
	if(BUF->ipchksum < nid) { /* 1-complement overflow? */
	  BUF->ipchksum++;
	}
      }
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    } else {
      uip_len = 0;
      SLIP_STATISTICS(slip_ip_drop++);
    }
#else /* UIP_CONF_IPV6 */
    if(uip_len > 0) {
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    }
#endif /* UIP_CONF_IPV6 */
  }

  PROCESS_END();
}
",PROCESS_THREAD,,True,"['CWE-685', 'CWE-120', 'CWE-119!/CWE-120']"
27,16,51,323,PROCESS_THREAD,"PROCESS_THREAD( slip_process , ev , data)",253,313,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"PROCESS_THREAD( slip_process , ev , data){
  PROCESS_BEGIN();

  rxbuf_init();

  while(1) {
    PROCESS_YIELD_UNTIL(ev == PROCESS_EVENT_POLL);

    slip_active = 1;

    /* Move packet from rxbuf to buffer provided by uIP. */
    uip_len = slip_poll_handler(&uip_buf[UIP_LLH_LEN],
				UIP_BUFSIZE - UIP_LLH_LEN);
#if !UIP_CONF_IPV6
    if(uip_len == 4 && strncmp((char*)&uip_buf[UIP_LLH_LEN], ""?IPA"", 4) == 0) {
      char buf[8];
      memcpy(&buf[0], ""=IPA"", 4);
      memcpy(&buf[4], &uip_hostaddr, 4);
      if(input_callback) {
	input_callback();
      }
      slip_write(buf, 8);
    } else if(uip_len > 0
       && uip_len == (((uint16_t)(BUF->len[0]) << 8) + BUF->len[1])
       && uip_ipchksum() == 0xffff) {
#define IP_DF   0x40
      if(BUF->ipid[0] == 0 && BUF->ipid[1] == 0 && BUF->ipoffset[0] & IP_DF) {
	static uint16_t ip_id;
	uint16_t nid = ip_id++;
	BUF->ipid[0] = nid >> 8;
	BUF->ipid[1] = nid;
	nid = htons(nid);
	nid = ~nid;		/* negate */
	BUF->ipchksum += nid;	/* add */
	if(BUF->ipchksum < nid) { /* 1-complement overflow? */
	  BUF->ipchksum++;
	}
      }
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    } else {
      uip_len = 0;
      SLIP_STATISTICS(slip_ip_drop++);
    }
#else /* UIP_CONF_IPV6 */
    if(uip_len > 0) {
      if(tcpip_input_callback) {
        tcpip_input_callback();
      } else {
        tcpip_input();
      }
    }
#endif /* UIP_CONF_IPV6 */
  }

  PROCESS_END();
}
",PROCESS_THREAD,,True,"['CWE-685', 'CWE-120', 'CWE-119!/CWE-120']"
28,16,63,252,slip_input_byte,slip_input_byte( unsigned char c),316,391,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename__br2r342_Flawfinder,"slip_input_byte( unsigned char c){
  switch(state) {
  case STATE_RUBBISH:
    if(c == SLIP_END) {
      state = STATE_OK;
    }
    return 0;

  case STATE_TWOPACKETS:       /* Two packets are already buffered! */
    return 0;

  case STATE_ESC:
    if(c == SLIP_ESC_END) {
      c = SLIP_END;
    } else if(c == SLIP_ESC_ESC) {
      c = SLIP_ESC;
    } else {
      state = STATE_RUBBISH;
      SLIP_STATISTICS(slip_rubbish++);
      end = pkt_end;		/* remove rubbish */
      return 0;
    }
    state = STATE_OK;
    break;

  case STATE_OK:
    if(c == SLIP_ESC) {
      state = STATE_ESC;
      return 0;
    } else if(c == SLIP_END) {
	/*
	 * We have a new packet, possibly of zero length.
	 *
	 * There may already be one packet buffered.
	 */
      if(end != pkt_end) {	/* Non zero length. */
	if(begin == pkt_end) {	/* None buffered. */
	  pkt_end = end;
	} else {
	  state = STATE_TWOPACKETS;
	  SLIP_STATISTICS(slip_twopackets++);
	}
	process_poll(&slip_process);
	return 1;
      }
      return 0;
    }
    break;
  }

  /* add_char: */
  {
    unsigned next;
    next = end + 1;
    if(next == RX_BUFSIZE) {
      next = 0;
    }
    if(next == begin) {		/* rxbuf is full */
      state = STATE_RUBBISH;
      SLIP_STATISTICS(slip_overflow++);
      end = pkt_end;		/* remove rubbish */
      return 0;
    }
    rxbuf[end] = c;
    end = next;
  }

  /* There could be a separate poll routine for this. */
  if(c == 'T' && rxbuf[begin] == 'C') {
    process_poll(&slip_process);
    return 1;
  }

  return 0;
}
",slip_input_byte,,False,benign
29,1,1,13,htons,htons( u16_t val),21,21,/var/folders/p_/9ryggq9s67zbhxhzlms6wmzw0000gn/T/Filename_wfvxe_ez_Flawfinder,htons( u16_t val),htons,,False,benign
